10000 10000
3277 4010 6719
53 9043 53590
6415 8209 54887
6072 9597 12141
1711 1871 48686
9497 4239 14521
2813 1198 97747
2641 1529 41795
4707 702 8141
7314 7058 80893
4108 2092 15743
11 6699 2229
2788 6923 61078
4114 4016 32852
1980 4909 25534
1735 8371 71263
2572 3210 8729
9809 7616 65069
4670 1601 40128
5233 7324 11925
4989 6199 18569
5155 2845 9275
1527 2359 31492
1116 7575 78997
577 9674 52031
9706 772 12575
1033 7887 63886
96 7383 2591
8363 8346 48638
7480 5333 52216
4960 7726 51875
5710 8568 39811
2700 7783 47720
6636 6361 87518
6541 314 56826
4625 6467 66556
7487 1157 62152
4099 5972 16573
7906 1630 67454
4567 4300 59345
9412 3296 73746
428 6782 19069
1639 207 13576
2839 9345 91730
1307 7049 96968
4246 8860 27263
3054 6908 37726
6023 4177 41475
3306 6126 56591
9280 8025 74633
3772 8092 96665
3787 4226 73120
3289 2489 45679
460 962 26136
3292 835 84019
6704 3107 25872
9088 4904 72988
8632 2652 95262
3604 8464 56439
9687 9609 98998
3113 8535 73402
6201 8877 1248
2395 4062 8622
9026 4739 85949
5391 3402 41475
8525 967 14780
3117 8597 77427
2065 4065 64429
3600 2125 56426
8010 1572 82471
5065 9062 62039
4323 9489 2418
8374 4732 97119
9706 9051 9120
3697 432 25760
9290 5774 89917
9102 274 97614
8759 4033 12425
704 3326 95480
1265 437 52701
9569 1702 67798
1262 4903 47351
4782 7043 97260
1413 1176 47890
4043 1823 99399
989 9316 26720
7710 5122 60690
1717 2675 81424
2938 4238 95379
5058 6384 40883
6158 7735 90794
701 4541 24766
2848 3884 233
1885 8937 2488
7672 2052 44245
8668 4196 42236
8588 7273 70160
4742 7167 12324
9496 8271 56526
8760 2824 71324
4952 2638 5365
3886 4070 59196
1267 5207 48397
3406 8916 26174
3126 4990 71938
9599 9429 30485
7209 5265 93648
3660 2620 19129
1105 631 67786
7472 2522 20717
223 4185 55605
1561 4901 16822
9098 9825 36051
6028 4469 83017
9216 6268 97226
2946 8568 65732
9686 5211 212
5151 8930 72643
2161 737 38842
185 3400 37490
8482 7132 87772
1912 4979 83155
705 9551 78748
941 5027 56388
4241 5261 23970
8152 8156 73835
7667 1336 4792
502 6759 80655
7690 8897 13390
1649 5175 32060
6467 137 10004
1234 5376 15021
5940 5877 85628
9869 4332 6179
1420 1411 82053
3493 5804 34885
4042 2414 61366
2132 7495 83242
9910 1076 64885
7766 5758 2175
7188 3134 97251
2565 515 71552
1726 6554 91450
7939 9787 49494
6181 2303 91895
2437 7083 80555
7310 1509 58731
386 2617 2680
5072 3591 81120
6366 6425 69956
5272 8446 60564
3106 4469 2161
3371 6794 18251
2503 7763 66229
412 5532 9828
3303 5850 70775
5890 5690 24793
2065 4211 17831
6455 5789 69595
682 6437 59732
1165 1643 8277
8568 5714 80451
2947 8394 72661
7313 1932 85411
4432 2680 77352
1765 4713 90516
3122 3016 40660
3145 4225 47466
3372 7612 39360
5645 9564 98954
9166 9030 17533
9215 3819 93482
4265 9237 42710
3875 9185 97843
3034 2049 7642
8198 9350 66932
2819 9885 25272
9799 8105 80114
4960 490 56172
4294 6997 43709
7701 6410 50819
1493 3936 26854
7923 4882 28696
1409 2826 27806
5839 331 58222
5510 9346 18035
4674 2246 37912
297 3487 38911
6674 2050 12656
5687 7846 10628
4449 7260 28517
1730 5249 83810
7965 6018 34488
5891 7115 23103
9176 930 66081
3768 8161 59403
8240 6374 89840
7720 5227 7182
3914 6225 82494
7021 1043 88001
780 9853 56977
6032 3912 76499
3293 8518 9192
2174 4189 35255
894 4797 34731
6705 8981 97466
5054 6813 79841
9232 9954 7676
2392 1778 33088
2242 1238 30152
3173 9472 6542
7691 6969 70139
441 2705 81887
1758 1519 36396
6755 5662 27824
1406 1367 64103
6489 1397 11222
2476 1102 48615
6682 886 92848
1070 8361 44506
6602 9287 96724
135 3411 15945
20 1812 84198
1125 9543 87326
7436 5438 24304
5699 4917 14352
2410 2138 91511
6468 5571 50826
4094 106 12241
5397 2207 24248
1036 7470 29952
7579 359 1267
1381 5959 33685
481 8500 42921
5373 3080 51117
648 1517 38621
4370 531 9681
2122 6413 9729
9659 4013 19478
1874 2635 79381
5818 7676 91767
5578 4380 79532
1 2299 24805
2452 6011 72031
6754 4696 23969
6184 2071 84217
173 998 70277
2757 9630 36065
2583 5334 66726
7795 5137 73468
3489 9450 17083
924 9600 27645
160 7127 79801
2128 1898 24041
3639 8463 79299
2385 8811 44091
1734 4504 97680
4875 3967 51855
5112 8206 47725
3018 4394 85328
9121 6684 89238
1657 9461 53092
3686 5276 78043
9294 451 93267
6280 1708 73669
3714 1202 39259
9575 8840 7346
4245 8723 89787
333 4970 66662
9761 3341 16834
73 8829 63507
8222 8170 30584
215 2276 54807
6666 7977 94605
4993 1959 4265
8202 4950 85598
8423 3859 41955
7513 8734 81245
6856 3819 67123
8928 6995 47065
4826 6826 78958
1204 770 61890
8582 7416 27272
3342 2290 53444
2162 9277 77770
3044 6479 15677
4500 426 48753
8648 7011 1567
731 9765 22301
719 3018 56183
5649 4930 73899
7913 8961 284
4814 903 21729
4733 1946 43619
7772 4626 27890
5360 3218 96754
5605 5725 7144
6730 2525 31397
9969 5427 18813
6450 501 81190
4858 9928 49443
3131 8758 70340
3744 5941 89148
1478 4651 47487
64 2303 75346
5278 5866 1306
6133 4629 21939
3716 3593 55600
5772 9519 79171
640 4812 21413
6755 378 24162
145 8368 6866
6656 40 70699
2772 3504 10309
6947 2921 911
4504 7235 5701
6099 5141 64019
471 544 51080
9655 8848 97003
8762 6381 40141
9432 2999 98643
9065 1830 75407
1483 8011 17482
182 5587 69691
3510 4386 92510
8912 1917 4471
3169 3825 45224
6904 6127 61757
4049 5880 56659
8041 836 45896
1849 9404 52477
5397 9326 67650
9065 8453 53394
7413 3084 42633
7734 9524 53634
8279 7547 75736
872 6027 53712
8463 8629 52240
9284 6233 68924
813 4857 22750
393 9930 45554
3535 6183 64376
4610 3374 62928
8861 2384 84648
6028 1273 62095
390 6501 40629
2640 2440 87950
314 3209 5546
4990 4028 38883
2260 8235 83908
5642 9054 258
5863 3764 57407
7885 6978 70030
4898 770 14688
4865 5858 27064
3533 2950 54079
7363 2914 16960
1707 7599 48245
3478 3868 43877
4692 6651 71114
8903 8186 28408
7415 87 30837
5550 201 75436
7138 3961 47523
6211 5287 57419
9765 4945 3386
6592 5736 58957
3533 2274 67189
5332 5290 9990
7416 9442 18773
133 1495 5774
752 1402 36115
371 5856 30845
677 6208 43228
5943 7564 66680
7707 2095 87034
9704 4104 24464
9763 4559 23570
8852 2962 47418
5919 1713 55096
4731 1855 24071
3077 7488 217
2619 9280 33730
8463 9419 77439
3594 3741 57695
5462 2909 90870
1030 4895 70253
9000 4972 75404
9820 6259 18723
3540 4345 61708
8277 302 94285
3339 9218 80991
595 8195 28539
2117 38 41663
2764 8536 54053
1419 459 68852
1291 9829 80892
2126 466 21026
2741 7705 41613
7752 9265 51707
1986 22 81574
6840 2423 8123
8634 5486 42864
3130 4759 90521
8009 6662 42766
8975 3146 97210
5578 7877 51399
9959 8162 61120
39 7031 59109
6899 582 27005
483 6666 9041
7729 4232 6108
9945 365 82102
3458 5563 82421
993 1923 23887
4032 8344 85071
6431 5367 20833
5883 8626 12066
8885 7358 76539
92 6201 16958
9595 521 30395
9919 8298 1007
7878 7595 56975
8015 4649 86418
5728 4892 4459
5646 8982 52013
5361 7346 78075
9947 5675 60519
3142 1590 65587
6515 5057 89199
9354 3027 87352
6885 1538 33917
6389 5267 45728
6811 3484 5447
5949 7684 45769
7277 6961 88951
51 8894 70203
6201 65 29431
8632 35 61786
2488 4552 22499
4267 3627 1123
3100 4559 89303
9204 8103 59868
7941 1989 53631
2328 8829 60740
1358 7090 98263
549 7272 25694
5084 4093 85174
6048 7245 41667
7281 2704 82252
4210 1601 5170
434 9690 48269
7143 2961 19202
6111 2554 11890
587 5998 41070
3662 2105 11809
2615 7096 11149
8978 8972 89569
6707 5214 9756
7164 3266 88399
9037 8154 82615
2838 7698 78234
5738 3748 70918
4655 4763 15002
4768 703 67145
7144 3679 40935
3897 8521 65629
6153 4677 29951
407 7360 71396
1916 7254 89582
4035 3660 92259
1227 6732 8290
6288 5178 48198
2451 5037 17665
1028 3872 55886
1559 8202 54653
1505 8256 62425
6208 4597 14775
2086 9753 24863
7758 5094 86934
1788 3845 35502
7384 3929 30851
5345 4899 38022
3921 7380 75000
3636 9336 37690
4326 5823 74919
2454 911 87780
6693 3528 26496
9316 2351 2466
4305 3543 96889
5482 2298 57975
3517 2199 36513
1785 5635 64354
9188 7727 11609
5215 8859 20799
7389 9831 39470
185 2662 70507
4261 5055 81894
6889 8439 94522
2746 5841 20029
5377 8721 87117
897 7136 81649
525 7897 32943
9126 2357 55167
959 5838 14434
1811 3094 11469
6381 4796 58647
5917 2840 71762
8374 8107 38708
5464 1555 37247
1543 6671 65097
2904 3469 13126
5098 6992 85782
3646 7195 67330
1387 8749 97470
7358 2980 13857
2435 3729 99403
3390 3593 75683
9534 4750 78897
9207 588 85251
4180 8328 47454
1276 7937 17253
1997 8757 77358
1231 7759 13176
9338 1640 61387
4647 4130 67415
5499 9286 8976
1356 7924 66933
1201 8652 38039
552 8998 49845
6380 9441 45836
8967 8780 11062
1379 7570 78854
9066 1679 96626
5159 9523 40673
6611 4469 2382
877 268 9150
3303 8818 10605
2666 602 96885
2699 9879 41794
959 5498 9686
3662 7909 73187
6631 9444 335
9666 6350 34395
4442 6636 4155
8860 8096 60784
2882 6675 89256
5609 7345 92486
3068 887 79571
928 1791 13
2638 1310 70297
5699 4122 93814
8874 6718 71657
5735 1828 5499
7015 5678 92403
2579 5051 82155
6880 722 24430
4594 7324 4819
1583 5377 65660
2598 8079 68889
3035 4382 32073
6241 7088 62606
7805 9147 59640
7046 3850 62693
5170 5015 91998
1915 2309 70237
4319 3567 34987
4544 7186 19797
5667 3786 40687
9305 275 68818
9334 7096 53137
2461 7057 69482
2759 6912 8430
3971 8120 21289
5967 7350 72003
1569 9700 28533
2712 4121 15526
9274 32 44529
5017 4528 70366
9246 6363 74379
7702 1055 40791
8033 2944 54199
4594 2630 50429
2264 6079 99424
3927 9628 23419
967 4547 63861
3068 8509 46594
655 5010 18817
1434 2346 11272
8500 3445 15534
1112 6898 19048
9266 7263 50493
1231 3278 42601
3754 4445 1388
29 7341 33052
3429 7564 29738
6571 9769 44023
5437 2322 65643
7216 6422 19122
9682 3900 60910
3769 5016 45222
9939 4991 52045
5452 5845 75369
1651 8129 46115
3595 2407 50428
2242 1699 85398
699 3762 11253
5097 4627 64754
7142 7961 68117
5207 3806 45690
3318 3290 41898
4689 1331 8777
120 7306 83710
6454 4843 10205
9997 8362 23816
8308 3964 6343
6764 8481 65200
1429 2804 2815
8274 2979 76530
2644 2902 91284
8959 1341 18704
237 1138 278
2273 5516 60063
6450 2933 97337
7813 8508 59840
4583 5578 2879
7284 5029 75615
5176 9222 74586
3693 1728 37671
9554 1793 81161
1895 1463 26011
2636 7967 40878
6727 1027 40574
3062 3921 61758
9770 6351 13590
2133 7626 93186
2963 2325 28008
3567 6244 13474
8644 4892 66214
783 6209 12974
1715 2110 68526
4163 9723 39793
1837 4378 66931
6860 1835 5566
7193 5379 22711
8267 1706 75880
7472 7632 19550
762 7782 16385
2244 5409 89882
9000 919 26915
2657 3532 11040
5594 9336 66584
3951 864 39453
877 841 70244
4168 9797 32102
3521 8113 47229
9955 7502 71786
8648 2738 76338
3617 5988 89666
8855 46 4600
661 8057 99137
4042 4995 82978
3746 7159 89278
8328 5899 39552
5974 4988 5014
6758 7926 83303
3292 731 81478
3210 8109 31046
5882 6503 29781
1326 2979 61557
912 1029 54239
6789 4806 78085
2081 6730 41786
6447 2190 30353
3850 7445 13399
4323 1137 35188
2855 6014 86596
8054 7835 90177
4423 3407 24786
781 9479 94441
5695 7151 62075
1715 3539 45632
6967 4252 95305
4688 3762 41803
1539 7858 44119
3998 6572 73558
9699 2688 45782
3955 8956 86968
1135 8975 86772
6166 6764 45684
9833 823 75704
1940 4805 34524
7839 1775 41249
6958 305 62866
6504 7691 39234
8954 3062 29498
2119 6308 81071
4322 6747 59236
4341 892 43001
6138 9922 72556
1244 5977 85066
8744 4790 82730
1041 280 39146
4994 9881 59237
2967 1467 16423
3281 6817 53463
5050 683 21963
6936 4049 53537
4580 9780 44268
7582 3785 43365
4292 9360 43243
2964 4888 59011
8455 1450 84430
5005 867 9196
3995 2289 39983
4017 485 239
2089 1009 88103
3483 218 46754
948 1515 18686
7676 4816 74121
4805 2448 81031
2017 437 16584
2933 3515 62766
6707 5950 73878
4553 2838 51657
5573 2618 20895
5758 6065 23876
9438 1866 29028
6737 3287 4344
1759 480 87671
6130 8212 24036
1156 3455 41738
2664 7198 33333
2939 6763 41087
6627 4809 33468
9573 6321 34111
8087 1221 34515
7416 15 7388
9238 3627 98879
5993 7319 51864
2354 4413 55415
2981 5020 22247
6315 9235 78692
7052 8169 97725
5907 5948 88946
5443 6385 69435
2391 3793 95326
9846 7166 92553
8302 1205 43548
3826 8323 91229
7058 468 40108
5883 815 83803
547 266 71252
2604 4323 68545
8067 477 63796
6630 243 39370
4319 1722 6010
9795 8259 73153
4955 9731 54879
5395 2460 80225
6653 8259 57308
7768 3550 45610
6829 5715 48990
7002 3891 17429
1828 8736 18627
1479 9219 50698
3456 9580 25698
8083 3249 68198
2558 4418 86749
6251 1097 7149
6518 2455 33869
6873 2506 31680
152 4653 46195
4419 3079 80370
7780 8713 43462
2148 8756 7876
8014 9584 53276
6978 7080 65613
2988 2334 50302
6391 5828 42922
4813 4500 56263
2932 1372 74712
4613 5594 60803
8389 2908 80453
2738 2126 12135
5226 5130 72004
2968 2105 56014
5281 7891 92288
2563 5510 6144
8097 2396 84454
3909 8692 78595
3589 5923 51973
730 5241 48123
6233 1187 37291
2135 2751 2423
2937 8471 1933
4344 488 9009
1434 3253 39569
2130 3596 32538
5050 5348 49080
7809 3778 72482
7448 6876 64120
3989 7795 42996
4186 1369 4655
9909 4571 9920
8282 9238 33246
8776 9777 91927
3417 799 61944
2360 6488 42040
9678 6169 35275
7614 9834 56718
4090 6365 80189
291 7565 27666
7422 5578 57731
520 2284 7727
3452 5461 14609
1714 2094 18958
9934 6553 30414
4900 6832 86292
7720 4172 911
6848 6473 43267
5949 8953 26057
9802 6125 72047
4891 9959 67981
9155 78 14445
1216 8399 67524
337 2174 15668
3267 6242 14674
8091 5391 40986
928 8771 38613
7204 3635 76137
8048 6678 45698
8994 9592 84800
7042 8764 90609
8942 5023 36532
9419 3741 17524
7998 2409 32736
1853 669 78561
9456 7577 79008
1299 5106 98126
9685 2382 73130
970 8320 50081
412 9996 78339
370 2542 94021
2038 5655 21712
436 7174 45074
7388 5268 23789
109 1306 44691
7425 8126 15127
3905 2622 47339
101 7679 1519
4396 3568 27907
9602 3155 86136
6739 3016 58382
695 1496 63928
9738 7093 59812
5229 3089 52231
4445 1447 40029
9890 14 78452
4362 316 10847
4071 3631 88944
3189 5027 95610
8815 500 86348
6288 6993 92640
4905 5489 20571
64 2377 29457
4548 7069 11829
1083 7911 1988
4205 7909 44310
486 9104 41394
9789 9795 43668
3220 3588 35859
1922 3471 9022
9381 7380 76649
1662 4227 65010
2924 509 16054
3089 3061 96829
1932 9195 62254
1412 1102 32593
3013 4323 83772
5607 4093 4741
8300 3560 18542
5726 1311 3979
7544 6398 42733
3336 3956 94248
5206 5756 38719
1530 6168 80593
6094 5359 44913
9653 4217 69549
5304 1820 80782
9476 7664 75518
4178 2629 25071
9754 9347 59586
3107 3659 14175
6810 7748 27965
1696 559 99411
383 6711 15512
3652 9627 8620
8056 9719 71191
7359 3509 49616
3199 2152 93514
7285 2000 44429
1819 8509 17405
7794 6202 16352
2734 7844 73080
775 6598 62394
4094 71 51775
5479 9799 26053
1814 6074 62850
1493 766 56979
2751 3158 28187
9763 4498 71358
6434 4299 70146
7637 4121 49073
4290 9585 31716
78 7946 59046
8372 3221 56019
3367 1828 53951
2639 1528 17059
9905 1496 29636
7314 672 65388
3326 2710 86348
579 6550 48245
4280 1191 40039
4931 9846 11358
6284 4228 17720
7379 2938 52973
2503 7475 84714
1230 880 4240
2664 3326 20765
1483 9416 64747
1246 6882 11747
8512 9888 49105
5286 6196 3173
4415 4563 57752
1542 394 68112
555 9369 90867
7098 1353 46370
1712 2133 83004
6068 6840 83057
4014 8443 62947
3627 8891 25609
8411 9115 89805
741 5495 70168
5690 505 94498
1646 4449 95361
611 3608 63907
6993 94 97094
3070 9815 51970
8943 9296 78261
747 9591 32998
8063 6644 37272
6571 7076 33466
3177 7985 97226
2549 5313 81269
4365 9846 80177
63 7305 98891
587 2252 38424
2188 1368 77795
9326 7491 35726
1622 1276 5336
7799 4287 27855
4811 3567 58317
8204 8978 24394
9011 4372 25412
2129 4078 46168
535 4426 6772
8091 3043 97468
4118 4087 56458
7615 4373 95104
1105 5508 61505
7804 955 81535
7521 9330 80565
5572 2740 64628
7622 952 21619
1445 4726 87906
8421 1449 9316
9645 3423 32302
1257 284 51236
9253 5449 71128
6546 8216 42909
6288 2035 55853
2480 6121 73737
3861 4531 61075
1046 8114 91036
2156 3666 96186
173 9484 14106
9277 525 30289
7130 2990 42430
198 9748 31190
6 2318 85536
3752 6322 92374
4021 2600 31401
6207 918 90743
1675 3340 26288
6305 5723 58144
7870 4699 33018
7236 2241 60205
6974 9561 74551
9889 4903 4105
504 9113 23739
2652 3464 63442
5274 1709 22656
2147 2874 32542
9300 3775 71356
7597 434 47104
9725 7432 17479
7322 5918 24043
5108 4867 67046
7398 4509 45351
6482 1372 71260
196 3980 1799
3905 2093 83113
9815 4649 8662
368 6248 16249
4955 2173 42288
3909 3680 32699
176 1900 31610
3742 3665 77770
8537 8007 79212
2982 3953 22267
2173 8264 12618
837 7784 53230
9422 4471 56617
1587 9254 24114
4607 1327 23759
7562 8972 69482
8876 909 93063
4053 5634 54443
1494 2649 60543
6626 8290 47700
2413 7549 21585
5668 4028 22724
9832 1731 80388
9943 7095 33514
4681 5734 69862
5048 5651 20113
5805 8333 24157
4547 9097 50665
1103 4180 41593
317 2017 38617
6482 4107 47611
4677 5037 8785
4426 2142 53563
3959 391 58518
9925 9880 69073
1356 2577 40153
3819 3063 73174
4662 6520 9208
2258 7433 65831
1620 6203 56397
8356 7167 88471
5185 2253 98176
5490 4420 24962
2554 3727 4086
5614 8548 26717
3089 6107 14293
4902 7920 74300
503 7566 58031
9647 1566 18595
6278 9950 44830
9429 6301 86121
3234 158 22846
877 2816 82877
7484 4780 861
2823 307 59941
2381 3796 16948
3378 8592 81170
1291 3124 22700
7436 2824 51421
5286 5760 88627
2637 3574 63889
3873 4698 36000
6154 2403 21922
9308 9899 61233
9212 4514 97079
9453 5919 49895
1438 8522 37633
7803 5809 23708
709 2867 25042
8434 2379 31280
3523 6590 48473
5311 6371 73865
6166 2738 85925
377 6654 53848
2600 7941 25104
23 3806 84735
3333 5083 56522
319 1769 6951
2294 4500 27421
4261 3401 99241
397 5850 58469
9499 3259 57627
3882 9390 19773
8653 2800 65130
9442 4747 10883
1278 77 89337
2570 3575 36934
2722 3146 750
9379 2421 64177
9986 6613 92991
8670 4609 40510
3890 6488 32736
1224 7181 96360
4514 4772 59766
7715 6716 87951
8364 1594 69016
8379 7923 96618
9793 6428 21038
4514 1833 65766
994 7853 64812
9117 7615 1271
7759 2651 98403
6679 8743 14792
7030 4043 5414
7630 1567 84428
5110 6841 66321
3488 2200 98509
6743 5622 67474
3884 6849 39740
8003 4360 91357
5899 5867 35426
4032 730 30472
1101 3419 20596
3878 1350 95270
3190 1965 33443
2599 1303 91702
2922 4035 33971
7867 283 94394
1043 6892 27881
7777 1606 91764
257 8626 7789
5621 9247 94799
4928 5487 35486
8936 2098 83028
452 9669 73312
6056 6187 71644
1374 7351 94284
6295 1816 70906
8713 8080 22460
6267 8200 31947
8086 6446 63491
7143 7443 26994
3735 4396 15343
6869 9523 52647
2013 289 9015
9769 1874 14268
6175 7366 25474
9206 129 418
2214 7250 98197
8968 9456 77512
9968 1680 19216
6211 9784 76093
1861 9916 72453
4636 9081 37001
2577 8319 71976
6261 18 84867
864 9097 58401
4910 75 80220
999 4962 26492
4094 8819 13630
7468 6815 16807
7360 9193 75001
5793 44 98252
4813 9825 98812
3679 7650 14318
6015 148 27949
5527 2367 29702
6055 9497 92084
5615 5945 35513
8460 9881 84407
8849 8708 88299
9770 2130 77011
5785 1781 32131
5899 8251 10412
910 4551 93866
8479 3621 57468
9881 1127 32680
9865 9977 13258
5005 7971 47851
1603 668 28176
5978 5361 8705
2344 9511 45222
9256 3787 21212
5276 2500 49113
8969 2240 14070
1205 1065 94900
1629 4359 38598
4149 7402 78884
7763 4535 80456
298 7209 2344
4926 4851 74317
5869 6055 77311
7078 3826 66095
3102 410 37764
6247 4449 50312
8408 8276 64527
9738 5459 15352
610 2422 59105
3108 824 97915
6969 8882 22810
9063 6321 94326
8068 6770 11123
675 3174 13643
1030 2307 48190
4369 9959 22035
1352 9505 47851
1603 9367 4604
3077 4159 1520
5697 3628 17974
2072 3099 51440
1627 5099 81298
8705 1153 73284
6662 9063 35052
1037 7654 83377
479 7578 14684
3197 8793 62801
6774 3227 41860
2384 2675 38901
8699 2995 30341
2177 8816 80824
6775 6872 60172
5606 1345 82230
6739 6001 65360
3702 5707 14683
2343 7553 52326
9769 7669 18768
3128 563 63359
6083 3616 47182
3070 9741 88770
3479 4925 11003
3643 4886 29544
9818 1674 94381
4845 7832 8600
5622 1688 67134
3223 8620 11220
3332 7104 23202
4651 8213 15286
5539 9103 25715
6851 8268 9502
704 1582 27463
7427 4111 26078
7125 302 25717
4871 6601 65149
5234 7037 80512
4891 1675 16705
9366 9649 89404
2011 3976 95556
5559 2545 44031
6199 7661 73014
6021 6090 55272
8010 3712 90879
1086 4085 95914
9995 8208 78081
9568 1043 80031
965 136 5104
741 3737 45273
6718 4500 27112
9083 7224 82260
2465 6558 2589
3441 4409 29690
9096 4572 73064
8532 371 25801
6203 1258 42167
353 373 38750
7460 1217 63488
861 1114 38363
9066 2591 99377
7743 2758 78705
4925 3797 33421
4450 9228 30027
5725 9510 42715
5251 2715 85772
5574 6818 70499
1810 7137 17460
4411 1221 91994
7576 3234 10149
6580 349 66541
5929 3906 72630
2951 9239 96002
7938 3507 29225
2660 6819 14919
7360 4978 99684
211 6903 72584
9200 7379 6788
8400 5310 4903
5056 6637 388
8831 5343 57133
3311 9745 95203
879 8269 2942
6037 7596 17142
584 1061 5147
1613 1725 79572
1490 6562 96491
3217 3173 43052
5811 8579 91120
7708 7175 86822
2144 6943 8507
7207 355 60947
3218 2173 39483
835 9454 28480
6898 1406 70143
6533 4463 17423
5787 3377 13635
1236 8408 13545
5671 392 65418
1534 327 54132
2787 5849 76326
9634 3333 57435
1990 1602 34815
241 2716 6522
6708 6275 18717
821 8070 24410
1675 3074 44749
9733 2297 40085
7528 9248 36424
6397 9547 74170
4030 3273 96754
3846 4612 25931
4975 5523 8655
3950 870 38499
1465 2284 64023
7717 499 61090
2371 6664 11286
9360 4597 30893
7486 6645 3544
1395 6934 14451
3284 4981 66281
5571 987 91012
6729 6063 99635
8705 7597 26613
4528 5615 98333
4912 9912 86614
4110 3080 49037
3703 2405 11149
6050 7869 34918
3100 3685 38309
3272 6844 99024
5391 4937 95905
9928 5278 48194
1176 1305 96991
7280 9358 98125
1859 5993 5938
7086 8461 96204
7011 2540 90280
6986 6995 14054
7758 600 24571
1407 1601 76870
587 2947 62559
4661 1686 15365
3866 4461 75772
6652 2325 61030
6946 8180 63396
2316 5014 2112
4618 4274 49678
2051 5926 20515
7670 7984 91195
5681 4367 6415
8728 4440 43582
7559 8169 13843
5840 6951 72806
6017 3560 66393
9465 460 13043
9577 6465 35548
732 465 55688
2869 618 6283
4842 6786 22056
2439 6898 75513
6989 388 6835
1441 3035 31857
3731 4060 47282
170 4460 71856
8682 5710 52260
8558 5481 73373
2016 7513 29373
6867 5967 75040
1542 8902 52252
1169 6940 78349
3028 4838 74255
2663 9364 71796
6683 8786 90909
988 3291 73297
8955 8054 88999
5444 9599 45301
6373 5575 63649
8218 7703 77365
4464 9808 90495
6454 9881 72755
6855 3229 73426
6335 4671 61459
552 143 50661
532 7978 83090
4789 8466 95316
8639 4196 3938
5612 5050 39249
9072 202 15981
2734 4651 39953
5678 496 98376
1809 3081 94596
5747 984 38685
5039 2323 38941
743 4646 20145
8230 989 93720
1782 3262 89433
8699 6410 89934
8437 2812 56733
7749 3655 6202
8895 4565 25163
4094 3100 35523
8752 1165 51708
2306 7658 1140
4122 5371 57381
8080 6952 8317
6301 5145 4153
1121 1501 33178
1471 330 62715
6632 1182 54842
1137 4591 4171
8523 8969 62271
789 9044 54489
6158 1013 52880
4175 7182 70661
2264 5160 62285
4392 1449 98181
1729 1711 60842
6424 866 90155
9721 7509 45943
6748 3363 47113
6762 9291 83521
7156 1271 34833
7948 6627 77822
2095 442 65048
2172 2908 6301
1733 2655 64149
4455 3897 63249
8982 3722 89558
3688 3775 39390
5084 711 87617
8535 4643 88931
9659 6955 74144
3898 5801 25134
1830 2416 86347
8218 7213 50989
5774 5271 28013
627 8346 94705
8661 2285 57797
5292 9519 37845
95 6090 50257
5483 1249 15693
8964 5637 61993
429 5530 38992
6918 6912 29914
5844 6821 49127
3698 8000 8098
2202 4755 26178
1451 395 54919
168 2664 33427
6260 5446 27742
7767 8073 908
760 5174 41464
289 3073 33545
2476 3497 35915
9088 3237 21377
5892 1083 60588
5373 5321 36257
9946 2312 81496
6937 3014 13096
6465 9802 1032
372 392 37125
3776 3088 37635
5415 8283 30438
5381 6580 66466
7156 5672 51023
8178 5034 77220
2447 7457 71198
2414 5404 61189
9102 9716 86502
5579 3887 20563
6576 2298 53003
7118 9584 65419
5437 6752 17461
3121 7500 85986
3903 4122 59795
9710 1807 88964
3295 6973 39824
7141 7021 83345
5094 6484 14682
4254 1477 66211
8643 4464 21392
1131 8565 76185
2937 7580 16865
399 5140 76410
2840 8283 21373
1534 7053 23176
9650 5293 24007
4970 5484 51428
4063 3390 46090
553 6734 3066
4131 6418 96504
1148 587 52773
9619 952 89445
2457 2631 62039
8623 595 39445
4780 6948 51495
9809 1869 45496
9161 1426 9557
367 3790 31842
6743 6185 9942
2733 1195 19278
6048 13 48622
3262 573 60504
3050 2531 12442
9979 461 24962
5396 4553 85431
9925 2375 62353
6912 2665 87037
5827 3946 95334
5825 9579 19384
7078 1555 87311
9047 1049 2259
7504 3645 33307
1945 5715 67226
6937 8394 24013
4448 2721 11741
1088 6127 14772
8799 5666 24807
4201 158 82693
5318 1487 55067
6951 2533 2617
862 1504 16528
2335 8046 3508
1097 4634 5814
61 763 54086
5132 1754 26008
4165 9232 54344
7429 5645 87104
4124 6388 97878
2371 4531 41828
266 7252 99846
6514 3938 51290
4369 5952 23527
9747 2837 89414
4312 4762 62966
1559 5391 43500
1793 3192 63572
1995 229 54211
7415 8118 61725
8024 9361 38831
1909 5238 58894
6777 9318 32257
3527 3361 87218
4011 6962 59830
3390 2066 79335
3185 2041 72086
5212 8002 94032
1496 1740 44722
6635 8393 25332
264 9256 96612
3530 2511 1342
9132 7294 47427
9009 2797 61784
5056 8070 15215
7377 9592 51816
6074 7124 7998
2485 4129 32724
6990 8313 54716
6420 8208 46331
4681 9823 36439
547 247 74633
7421 4774 53257
7770 2895 65108
8058 7771 4182
4562 8778 87302
9858 9224 73302
9688 7137 488
6164 9742 35621
5315 3931 34197
7736 5802 99074
5996 2527 62938
1704 7262 37121
3142 7455 29073
2708 5140 89682
2411 3055 80239
4166 1142 92835
9962 5517 22395
7138 6543 62028
740 6206 89913
7213 8433 95398
8597 6721 29677
9966 3664 77314
8836 9500 27068
1187 1032 65250
